entry_time,exit_time,direction,entry_price,stop,target,exit_price,realized_r,natural_rr,exit_reason,hold_bars,ref_high,ref_low,atr_at_exit,cost_r,net_r
2023-04-05 10:05:00+00:00,2023-04-05 11:05:00+00:00,bull,1.24703,1.24599,1.25141,1.24599,-1.0,4.21,stop,12,1.25141,1.24696,0.0007311334554624801,0.11207372382029519,-1.1120737238202951
2023-04-06 12:45:00+00:00,2023-04-06 12:50:00+00:00,bull,1.24421,1.24393,1.24867,1.24393,-1.0,15.72,stop,1,1.24867,1.24416,0.0007688542961436632,0.4230096957398523,-1.4230096957398524
2023-04-06 13:35:00+00:00,2023-04-06 13:55:00+00:00,bull,1.24287,1.24149,1.24813,1.24149,-1.0,3.81,stop,4,1.24813,1.24272,0.0007821281917390623,0.0863089924543178,-1.086308992454318
2023-04-07 06:45:00+00:00,2023-04-07 08:00:00+00:00,bull,1.244,1.24314,1.24667,1.24314,-1.0,3.1,stop,15,1.24667,1.2437,0.0003678936477853371,0.11441242138285741,-1.1144124213828575
2023-04-10 13:05:00+00:00,2023-04-11 08:25:00+00:00,bull,1.23517,1.23432,1.24423,1.24423,10.6323,10.63,target,232,1.24423,1.23495,0.0006531133830935067,0.09411764705882161,10.53818235294118
2023-04-11 15:45:00+00:00,2023-04-11 15:55:00+00:00,bull,1.24209,1.24119,1.24559,1.24119,-1.0,3.89,stop,2,1.24559,1.24176,0.0006345081635793712,0.12413934242108986,-1.12413934242109
2023-04-12 11:00:00+00:00,2023-04-12 11:05:00+00:00,bull,1.24083,1.2403,1.24459,1.2403,-1.0,7.06,stop,1,1.24459,1.24078,0.0005498338858222352,0.20281451753034543,-1.2028145175303455
2023-04-13 14:45:00+00:00,2023-04-13 18:05:00+00:00,bull,1.25063,1.24991,1.2535,1.2535,3.9814,3.98,target,40,1.2535,1.25006,0.0003940546568683845,0.11111111111113707,3.870288888888863
2023-04-14 08:00:00+00:00,2023-04-14 08:05:00+00:00,bull,1.25221,1.25193,1.25459,1.25193,-1.0,8.6,stop,1,1.25459,1.25199,0.00055909767873982,0.3855531569177452,-1.3855531569177453
2023-04-14 09:30:00+00:00,2023-04-14 11:10:00+00:00,bull,1.25044,1.25009,1.25418,1.25009,-1.0,10.56,stop,20,1.25418,1.2502,0.0005084296866376836,0.30120424094817816,-1.301204240948178
2023-04-14 13:50:00+00:00,2023-04-14 14:00:00+00:00,bull,1.24679,1.2459,1.25239,1.2459,-1.0,6.32,stop,2,1.25239,1.24632,0.0010982472221850613,0.1515869225946566,-1.1515869225946567
2023-04-17 14:05:00+00:00,2023-04-17 14:10:00+00:00,bull,1.23742,1.23669,1.24378,1.23669,-1.0,8.74,stop,1,1.24378,1.23739,0.0008757286731288999,0.16957045706364712,-1.1695704570636472
2023-04-19 06:25:00+00:00,2023-04-19 06:35:00+00:00,bull,1.24099,1.24009,1.2434,1.2434,2.6706,2.67,target,2,1.2434,1.24091,0.0007668141646319975,0.08888888888887675,2.5817111111111233
2023-04-19 09:50:00+00:00,2023-04-19 11:10:00+00:00,bull,1.24054,1.23976,1.24723,1.23976,-1.0,8.6,stop,16,1.24723,1.24015,0.0007376091416201085,0.1498467398474423,-1.1498467398474423
2023-04-21 09:30:00+00:00,2023-04-21 13:50:00+00:00,bull,1.23799,1.2376,1.24331,1.2376,-1.0,13.62,stop,52,1.24331,1.23777,0.0007744890854626495,0.30442167762350214,-1.3044216776235023
2023-04-21 13:50:00+00:00,2023-04-21 14:05:00+00:00,bull,1.23788,1.23725,1.24134,1.23725,-1.0,5.51,stop,3,1.24134,1.23767,0.0007754382364290916,0.188526844161,-1.188526844161
2023-04-25 06:15:00+00:00,2023-04-25 06:45:00+00:00,bull,1.24804,1.24737,1.25064,1.24737,-1.0,3.89,stop,6,1.25064,1.24802,0.0004751776623017383,0.1548640046493954,-1.1548640046493954
2023-04-26 16:45:00+00:00,2023-04-26 18:15:00+00:00,bull,1.24615,1.24585,1.24906,1.24585,-1.0,9.68,stop,18,1.24906,1.24592,0.0004330423528956692,0.33884039214906475,-1.3388403921490648
2023-04-28 09:00:00+00:00,2023-04-28 13:00:00+00:00,bull,1.24526,1.24458,1.24932,1.24932,5.986,5.99,target,48,1.24932,1.24497,0.0010894553110591763,0.11764705882352701,5.8683529411764725
2023-05-01 06:10:00+00:00,2023-05-01 06:20:00+00:00,bull,1.25509,1.2546,1.25686,1.2546,-1.0,3.58,stop,2,1.25686,1.25503,0.000394875692560298,0.2035587441387638,-1.2035587441387638
2023-05-01 09:15:00+00:00,2023-05-01 13:00:00+00:00,bull,1.25244,1.25136,1.25572,1.25572,3.0292,3.03,target,45,1.25572,1.25175,0.0006212702092114558,0.07407407407407615,2.9551259259259237
2023-05-01 14:20:00+00:00,2023-05-01 14:25:00+00:00,bull,1.25158,1.25111,1.25571,1.25111,-1.0,8.73,stop,1,1.25571,1.25141,0.0007343003647960352,0.24832982604214704,-1.2483298260421472
2023-05-02 09:35:00+00:00,2023-05-02 13:10:00+00:00,bull,1.24669,1.24522,1.25117,1.24522,-1.0,3.05,stop,43,1.25117,1.24628,0.0006512155730561843,0.07657195826721286,-1.0765719582672129
2023-05-02 13:10:00+00:00,2023-05-02 13:35:00+00:00,bull,1.24536,1.24497,1.24843,1.24497,-1.0,7.97,stop,5,1.24843,1.2453,0.0005993618056590129,0.28196946226389474,-1.2819694622638949
2023-05-04 06:35:00+00:00,2023-05-04 06:40:00+00:00,bull,1.25731,1.25695,1.25904,1.25695,-1.0,4.78,stop,1,1.25904,1.2572,0.0005253813444400394,0.29519185339451887,-1.2951918533945188
2023-05-04 09:05:00+00:00,2023-05-04 12:55:00+00:00,bull,1.25583,1.25515,1.25932,1.25515,-1.0,5.16,stop,46,1.25932,1.25556,0.0008954038156060382,0.18348557467691082,-1.1834855746769108
2023-05-04 13:40:00+00:00,2023-05-04 14:30:00+00:00,bull,1.2558,1.25469,1.25857,1.25857,2.4869,2.49,target,10,1.25857,1.25485,0.0009953291547239347,0.0720720720720757,2.414827927927924
2023-05-05 12:25:00+00:00,2023-05-05 12:30:00+00:00,bull,1.25988,1.25949,1.2634,1.25949,-1.0,9.07,stop,1,1.2634,1.25968,0.0007437119169977978,0.3004758867945028,-1.3004758867945028
2023-05-08 14:45:00+00:00,2023-05-08 14:50:00+00:00,bull,1.26355,1.263,1.26685,1.263,-1.0,5.99,stop,1,1.26685,1.26314,0.0005309787770903005,0.19372534337182773,-1.1937253433718278
2023-05-09 12:05:00+00:00,2023-05-09 12:15:00+00:00,bull,1.25973,1.25945,1.26398,1.25945,-1.0,15.27,stop,2,1.26398,1.25963,0.000514375307839449,0.37756701925696634,-1.3775670192569662
2023-05-09 13:20:00+00:00,2023-05-09 17:55:00+00:00,bull,1.25889,1.25772,1.26248,1.26248,3.0616,3.06,target,55,1.26248,1.25845,0.0003932076498571228,0.06837606837606164,2.9932239316239384
2023-05-10 08:00:00+00:00,2023-05-10 08:35:00+00:00,bull,1.26145,1.26105,1.26312,1.26312,4.1508,4.15,target,7,1.26312,1.26115,0.000579303875313253,0.20000000000002205,3.9507999999999783
2023-05-10 12:05:00+00:00,2023-05-10 12:30:00+00:00,bull,1.26124,1.26017,1.26444,1.26444,3.0041,3.0,target,5,1.26444,1.2611,0.0008259034954351972,0.0747663551401936,2.9293336448598066
2023-05-12 06:05:00+00:00,2023-05-12 06:40:00+00:00,bull,1.25114,1.25053,1.25262,1.25262,2.4408,2.44,target,7,1.25262,1.25081,0.0004413066911456599,0.1311475409836067,2.309652459016393
2023-05-12 14:15:00+00:00,2023-05-12 14:35:00+00:00,bull,1.24986,1.24898,1.25406,1.24898,-1.0,4.79,stop,4,1.25406,1.24913,0.0008294361999703045,0.13803614772558676,-1.1380361477255867
2023-05-16 14:20:00+00:00,2023-05-16 15:05:00+00:00,bull,1.25021,1.24885,1.25461,1.24885,-1.0,3.25,stop,9,1.25461,1.24949,0.0008356733765065926,0.08954681531274054,-1.0895468153127406
2023-05-17 13:00:00+00:00,2023-05-17 13:05:00+00:00,bear,1.24749,1.24791,1.24221,1.24791,-1.0,12.51,stop,1,1.24775,1.24221,0.0007382562227893997,0.2783638360462995,-1.2783638360462994
2023-05-19 10:05:00+00:00,2023-05-19 10:25:00+00:00,bear,1.2426,1.2436,1.23949,1.2436,-1.0,3.12,stop,4,1.24272,1.23949,0.0005916123342737117,0.10958061671367332,-1.1095806167136733
2023-05-19 15:20:00+00:00,2023-05-23 07:10:00+00:00,bear,1.24631,1.24846,1.24085,1.24085,2.5418,2.54,target,478,1.24676,1.24085,0.0006101952131748293,0.037209302325583574,2.5045906976744163
2023-05-23 13:45:00+00:00,2023-05-23 13:55:00+00:00,bear,1.24069,1.24157,1.23723,1.24157,-1.0,3.95,stop,2,1.2413,1.23723,0.0008807232877345119,0.14095018680309856,-1.1409501868030985
2023-05-25 08:15:00+00:00,2023-05-25 08:25:00+00:00,bear,1.2367,1.23678,1.23315,1.23678,-1.0,42.27,stop,2,1.23671,1.23315,0.0006227256526539943,1.3892035329073573,-2.3892035329073575
2023-05-25 09:35:00+00:00,2023-05-25 13:35:00+00:00,bear,1.23794,1.23874,1.23329,1.23329,5.8448,5.84,target,48,1.23798,1.23329,0.0008789416089605463,0.10000000000001102,5.744799999999989
2023-05-26 06:00:00+00:00,2023-05-26 06:20:00+00:00,bear,1.23324,1.23439,1.23076,1.23439,-1.0,2.16,stop,4,1.23329,1.23076,0.0004360823007580963,0.08852531742424917,-1.088525317424249
2023-05-26 10:30:00+00:00,2023-05-26 10:40:00+00:00,bear,1.23681,1.23696,1.2331,1.23696,-1.0,25.3,stop,2,1.23688,1.2331,0.000594319718293639,0.7314399060974189,-1.7314399060974188
2023-05-29 14:55:00+00:00,2023-05-29 15:00:00+00:00,bear,1.23509,1.23528,1.2336,1.23528,-1.0,8.01,stop,1,1.23524,1.2336,0.00026205442647613805,0.4900143227571042,-1.490014322757104
2023-06-01 06:00:00+00:00,2023-06-01 10:00:00+00:00,bear,1.24272,1.24495,1.23805,1.24495,-1.0,2.09,stop,48,1.24436,1.23805,0.0006268580395555522,0.04992955245640354,-1.0499295524564036
2023-06-02 07:40:00+00:00,2023-06-02 08:00:00+00:00,bull,1.25229,1.25218,1.25443,1.25218,-1.0,20.1,stop,4,1.25443,1.25225,0.0005746992224235758,0.9884996465576765,-1.9884996465576765
2023-06-02 11:40:00+00:00,2023-06-02 12:30:00+00:00,bull,1.25257,1.25182,1.25433,1.25182,-1.0,2.33,stop,10,1.25433,1.25216,0.000660407915666828,0.15069386104444948,-1.1506938610444495
2023-06-07 09:00:00+00:00,2023-06-07 09:45:00+00:00,bear,1.24357,1.24414,1.23946,1.24414,-1.0,7.24,stop,9,1.24392,1.23946,0.0005055588959509586,0.1846981487676411,-1.1846981487676411
2023-06-07 13:20:00+00:00,2023-06-07 13:35:00+00:00,bear,1.24708,1.24737,1.24307,1.24737,-1.0,13.83,stop,3,1.24715,1.24307,0.0006820677589348511,0.39345995843687576,-1.3934599584368756
2023-06-12 13:10:00+00:00,2023-06-12 13:25:00+00:00,bull,1.25512,1.2545,1.25992,1.2545,-1.0,7.76,stop,3,1.25992,1.25508,0.0005144582818018099,0.17052082917754746,-1.1705208291775475
2023-06-19 06:20:00+00:00,2023-06-19 06:35:00+00:00,bull,1.28182,1.28094,1.28368,1.28094,-1.0,2.12,stop,3,1.28368,1.28133,0.0004735878514690831,0.11781749156074446,-1.1178174915607444
2023-06-19 09:50:00+00:00,2023-06-19 09:55:00+00:00,bull,1.28081,1.28072,1.28302,1.28072,-1.0,25.06,stop,1,1.28302,1.2808,0.00048402635723275247,1.157792420685847,-2.1577924206858468
2023-06-19 13:15:00+00:00,2023-06-19 13:40:00+00:00,bull,1.28033,1.28009,1.28198,1.28009,-1.0,6.83,stop,5,1.28198,1.2802,0.00040174850976795116,0.41703093953495857,-1.4170309395349585
2023-06-20 10:45:00+00:00,2023-06-20 11:05:00+00:00,bull,1.27639,1.27601,1.28058,1.27601,-1.0,11.13,stop,4,1.28058,1.2762,0.0005514869224531554,0.2830903845334404,-1.2830903845334403
2023-06-20 13:40:00+00:00,2023-06-20 14:00:00+00:00,bull,1.27302,1.27227,1.27873,1.27227,-1.0,7.65,stop,4,1.27873,1.27258,0.0007355392393950919,0.15570261595966692,-1.1557026159596668
2023-06-21 07:50:00+00:00,2023-06-21 07:55:00+00:00,bull,1.2749,1.27436,1.27686,1.27436,-1.0,3.62,stop,1,1.27686,1.27465,0.001081153399473268,0.24825494439567986,-1.2482549443956799
2023-06-21 09:25:00+00:00,2023-06-21 09:45:00+00:00,bull,1.27163,1.27032,1.28017,1.27032,-1.0,6.51,stop,4,1.28017,1.27151,0.0008778214873477122,0.09457333921173432,-1.0945733392117343
2023-06-22 06:00:00+00:00,2023-06-22 06:45:00+00:00,bull,1.27544,1.27515,1.27852,1.27515,-1.0,10.44,stop,9,1.27852,1.27526,0.0004335077246907076,0.3506047801192067,-1.3506047801192067
2023-06-22 12:45:00+00:00,2023-06-22 13:05:00+00:00,bull,1.27493,1.27359,1.27873,1.27359,-1.0,2.84,stop,4,1.27873,1.27385,0.001301567319049128,0.10826743727796088,-1.1082674372779608
2023-06-22 13:15:00+00:00,2023-06-22 17:10:00+00:00,bull,1.27446,1.27258,1.28397,1.27258,-1.0,5.06,stop,47,1.28397,1.27373,0.0005171093377943164,0.05630609940942685,-1.0563060994094269
2023-06-23 07:30:00+00:00,2023-06-23 08:30:00+00:00,bull,1.26987,1.26937,1.27482,1.26937,-1.0,9.99,stop,12,1.27482,1.26961,0.0009685392778905687,0.25685392778908517,-1.2568539277890851
2023-06-23 16:10:00+00:00,2023-06-26 01:35:00+00:00,bull,1.26928,1.26877,1.27362,1.27362,8.5101,8.51,target,113,1.27362,1.26901,0.00036127410348377653,0.15686274509803602,8.353237254901963
2023-06-26 10:55:00+00:00,2023-06-26 11:15:00+00:00,bull,1.27104,1.27063,1.27484,1.27063,-1.0,9.16,stop,4,1.27484,1.271,0.0006418101380987787,0.27339148025593435,-1.2733914802559343
2023-06-27 09:10:00+00:00,2023-06-27 09:15:00+00:00,bull,1.27267,1.27242,1.27579,1.27242,-1.0,12.41,stop,1,1.27579,1.27259,0.0005045318264264242,0.4209063652855181,-1.420906365285518
2023-06-28 06:50:00+00:00,2023-06-28 07:35:00+00:00,bull,1.27263,1.27193,1.27456,1.27193,-1.0,2.77,stop,9,1.27456,1.27236,0.0005101341869956175,0.1507238704997036,-1.1507238704997036
2023-06-28 09:30:00+00:00,2023-06-28 09:50:00+00:00,bull,1.27038,1.27008,1.27371,1.27008,-1.0,11.04,stop,4,1.27371,1.27017,0.0006140133495218692,0.36900222492035223,-1.3690022249203522
2023-06-28 13:15:00+00:00,2023-06-28 13:40:00+00:00,bull,1.26362,1.26274,1.27146,1.26274,-1.0,8.88,stop,5,1.27146,1.26321,0.0007993931862204438,0.13632915830798104,-1.136329158307981
2023-06-29 06:25:00+00:00,2023-06-29 07:55:00+00:00,bull,1.26218,1.2614,1.26462,1.26462,3.1108,3.11,target,18,1.26462,1.26169,0.0005208427802801885,0.10256410256410219,3.0082358974358976
2023-06-29 13:35:00+00:00,2023-06-30 12:15:00+00:00,bull,1.26006,1.25899,1.26666,1.26666,6.1777,6.18,target,272,1.26666,1.26,0.000651745100475782,0.0747663551401936,6.102933644859806
2023-07-04 06:00:00+00:00,2023-07-04 06:25:00+00:00,bull,1.26878,1.26828,1.27011,1.27011,2.678,2.68,target,5,1.27011,1.26845,0.00039851829494457505,0.16000000000001763,2.5179999999999825
2023-07-05 06:00:00+00:00,2023-07-05 06:25:00+00:00,bull,1.27009,1.26979,1.27161,1.26979,-1.0,5.01,stop,5,1.27161,1.26998,0.00036771482405080876,0.3279524706751709,-1.3279524706751709
2023-07-05 11:40:00+00:00,2023-07-05 12:45:00+00:00,bull,1.26959,1.26874,1.27222,1.27222,3.0966,3.1,target,13,1.27222,1.26951,0.0005877924893449246,0.09411764705882161,3.0024823529411786
2023-07-06 14:05:00+00:00,2023-07-06 14:10:00+00:00,bull,1.27067,1.27038,1.27805,1.27038,-1.0,25.21,stop,1,1.27805,1.27056,0.001111187679037774,0.4674461515583958,-1.4674461515583959
2023-07-10 06:45:00+00:00,2023-07-10 10:30:00+00:00,bull,1.28094,1.27976,1.2834,1.27976,-1.0,2.09,stop,45,1.2834,1.28084,0.000504573447088703,0.089176840978338,-1.089176840978338
2023-07-12 07:00:00+00:00,2023-07-12 07:05:00+00:00,bull,1.29507,1.29416,1.29693,1.29416,-1.0,2.04,stop,1,1.29693,1.29454,0.0005805287446564608,0.11980927168442536,-1.1198092716844255
2023-07-12 09:25:00+00:00,2023-07-12 10:05:00+00:00,bull,1.2933,1.29216,1.29666,1.29216,-1.0,2.96,stop,8,1.29666,1.29318,0.0005292218652079081,0.0933869239126342,-1.0933869239126341
2023-07-13 06:00:00+00:00,2023-07-13 07:05:00+00:00,bull,1.29894,1.29822,1.30186,1.30186,4.0654,4.07,target,13,1.30186,1.29886,0.0007321372760890677,0.11111111111110279,3.9542888888888976
2023-07-14 06:05:00+00:00,2023-07-14 06:20:00+00:00,bull,1.312,1.31137,1.31418,1.31137,-1.0,3.48,stop,3,1.31418,1.31189,0.00041568236399008775,0.159974790792831,-1.159974790792831
2023-07-14 13:15:00+00:00,2023-07-14 13:20:00+00:00,bull,1.31014,1.30995,1.31421,1.30995,-1.0,20.88,stop,1,1.31421,1.31003,0.0006340476527805561,0.5879072770470986,-1.5879072770470986
2023-07-17 06:05:00+00:00,2023-07-17 06:15:00+00:00,bull,1.30842,1.30811,1.31007,1.30811,-1.0,5.25,stop,2,1.31007,1.30827,0.00034653356520899636,0.3139570266468043,-1.3139570266468044
2023-07-17 12:30:00+00:00,2023-07-17 12:40:00+00:00,bull,1.30701,1.30628,1.31089,1.30628,-1.0,5.3,stop,2,1.31089,1.30647,0.000640152644858538,0.1534351126615653,-1.1534351126615654
2023-07-17 13:35:00+00:00,2023-07-18 07:30:00+00:00,bull,1.30578,1.30498,1.31067,1.31067,6.1415,6.14,target,215,1.31067,1.30533,0.0006458815395516924,0.10000000000001102,6.0414999999999885
2023-07-18 08:50:00+00:00,2023-07-18 09:55:00+00:00,bull,1.30753,1.30715,1.30996,1.30996,6.3736,6.37,target,13,1.30996,1.30736,0.0007026851051861211,0.2105263157894477,6.163073684210552
2023-07-18 13:40:00+00:00,2023-07-18 13:45:00+00:00,bull,1.30767,1.30706,1.31255,1.30706,-1.0,7.95,stop,1,1.31255,1.3072,0.001156187910553243,0.2259170418486267,-1.2259170418486267
2023-07-19 10:15:00+00:00,2023-07-19 10:55:00+00:00,bull,1.29235,1.29214,1.30337,1.29214,-1.0,51.93,stop,8,1.30337,1.29228,0.0007586921012282077,0.5615933574351714,-1.5615933574351715
2023-07-19 13:45:00+00:00,2023-07-19 14:05:00+00:00,bull,1.28994,1.28889,1.29565,1.28889,-1.0,5.41,stop,4,1.29565,1.28971,0.0008303502603498691,0.11573096477856572,-1.1157309647785658
2023-07-20 10:05:00+00:00,2023-07-20 10:45:00+00:00,bull,1.29064,1.29026,1.29448,1.29026,-1.0,10.02,stop,8,1.29448,1.29051,0.0006594419013350267,0.29729498701772994,-1.29729498701773
2023-07-20 15:00:00+00:00,2023-07-21 11:50:00+00:00,bull,1.28568,1.28387,1.29236,1.28387,-1.0,3.69,stop,250,1.29236,1.28542,0.0004942084325339221,0.05785106167221204,-1.057851061672212
2023-07-21 11:50:00+00:00,2023-07-21 11:55:00+00:00,bull,1.28419,1.28381,1.29038,1.28381,-1.0,16.31,stop,1,1.29038,1.284,0.0005896221159243561,0.28810817314790604,-1.288108173147906
2023-07-24 07:35:00+00:00,2023-07-24 08:30:00+00:00,bull,1.28496,1.28413,1.28697,1.28413,-1.0,2.42,stop,11,1.28697,1.28492,0.0009000523822296667,0.15060556519453858,-1.1506055651945386
2023-07-24 14:50:00+00:00,2023-07-25 07:10:00+00:00,bull,1.2816,1.27968,1.2859,1.2859,2.2393,2.24,target,196,1.2859,1.28153,0.0006035736294283467,0.04166666666666355,2.1976333333333367
2023-07-25 09:45:00+00:00,2023-07-25 11:25:00+00:00,bull,1.28301,1.28262,1.28643,1.28262,-1.0,8.67,stop,20,1.28643,1.28287,0.0004992497246503552,0.2691345800834545,-1.2691345800834544
2023-07-25 13:15:00+00:00,2023-07-25 13:20:00+00:00,bull,1.28211,1.28184,1.28538,1.28184,-1.0,12.07,stop,1,1.28538,1.28197,0.0006288225481934727,0.41274491633213617,-1.4127449163321362
2023-07-27 06:50:00+00:00,2023-07-27 07:40:00+00:00,bull,1.2943,1.29383,1.29767,1.29767,7.192,7.19,target,10,1.29767,1.29403,0.0006640157524415066,0.17021276595745752,7.0217872340425425
2023-07-27 13:05:00+00:00,2023-07-27 13:10:00+00:00,bull,1.28832,1.2879,1.29949,1.2879,-1.0,26.75,stop,1,1.29949,1.28815,0.0011396960835936077,0.3261542956660106,-1.3261542956660106
2023-07-28 06:45:00+00:00,2023-07-28 08:35:00+00:00,bear,1.27982,1.28095,1.27626,1.28095,-1.0,3.15,stop,22,1.28078,1.27626,0.0009389972397789206,0.11234501060967927,-1.1123450106096793
2023-07-28 09:20:00+00:00,2023-07-28 09:30:00+00:00,bear,1.2815,1.28168,1.2772,1.28168,-1.0,24.21,stop,2,1.28155,1.2772,0.000736497105024376,0.6490269736184341,-1.649026973618434
2023-07-31 08:10:00+00:00,2023-07-31 08:30:00+00:00,bull,1.2849,1.28376,1.28722,1.28376,-1.0,2.03,stop,4,1.28722,1.28432,0.0005388768720661654,0.09381038912571568,-1.0938103891257156
2023-08-01 07:10:00+00:00,2023-08-01 08:30:00+00:00,bull,1.28207,1.28136,1.28359,1.28136,-1.0,2.13,stop,16,1.28359,1.28151,0.0005711219382031152,0.15289591114106696,-1.152895911141067
2023-08-02 08:00:00+00:00,2023-08-02 12:10:00+00:00,bear,1.27914,1.27992,1.27628,1.27628,3.6481,3.65,target,50,1.27947,1.27628,0.0005913125980002811,0.10256410256410219,3.5455358974358977
2023-08-04 12:40:00+00:00,2023-08-04 12:45:00+00:00,bear,1.273,1.27403,1.26942,1.27403,-1.0,3.49,stop,1,1.27344,1.26942,0.0010813123650231413,0.1301607944185882,-1.1301607944185883
2023-08-04 13:00:00+00:00,2023-08-04 13:05:00+00:00,bear,1.27532,1.27557,1.26857,1.27557,-1.0,26.72,stop,1,1.27543,1.26857,0.001181925303452371,0.5563850606902885,-1.5563850606902885
2023-08-07 11:55:00+00:00,2023-08-07 12:05:00+00:00,bear,1.27434,1.2745,1.27127,1.2745,-1.0,19.32,stop,2,1.27444,1.27127,0.000495464865356041,0.6548327704240168,-1.6548327704240169
2023-08-07 14:10:00+00:00,2023-08-07 18:00:00+00:00,bear,1.2764,1.27872,1.27166,1.27872,-1.0,2.04,stop,46,1.27719,1.27166,0.00040623615428745285,0.04323784815274497,-1.043237848152745
2023-08-10 11:20:00+00:00,2023-08-10 12:25:00+00:00,bear,1.27661,1.27758,1.27114,1.27758,-1.0,5.65,stop,13,1.27696,1.27114,0.0005547578461243503,0.11106999206827518,-1.1110699920682752
2023-08-11 06:15:00+00:00,2023-08-11 06:20:00+00:00,bear,1.27144,1.27196,1.26692,1.27196,-1.0,8.64,stop,1,1.27165,1.26692,0.0005719257496215164,0.20883901438665378,-1.2088390143866539
2023-08-11 11:05:00+00:00,2023-08-11 11:20:00+00:00,bear,1.27198,1.27243,1.2679,1.27243,-1.0,9.02,stop,3,1.27226,1.2679,0.0005068177643060626,0.23409086270075719,-1.2340908627007572
2023-08-14 07:10:00+00:00,2023-08-14 07:25:00+00:00,bear,1.26848,1.269,1.26662,1.269,-1.0,3.56,stop,3,1.26861,1.26662,0.0005236591402940411,0.20419799425909982,-1.2041979942591
2023-08-14 10:15:00+00:00,2023-08-14 10:35:00+00:00,bear,1.27055,1.27101,1.26692,1.27101,-1.0,7.89,stop,4,1.2707,1.26692,0.0004924400595714397,0.22743913690998613,-1.2274391369099862
2023-08-15 09:40:00+00:00,2023-08-15 09:45:00+00:00,bear,1.27177,1.27209,1.26788,1.27209,-1.0,12.04,stop,1,1.27198,1.26788,0.0007708475983788701,0.37044493724684213,-1.3704449372468421
2023-08-15 13:20:00+00:00,2023-08-15 14:35:00+00:00,bear,1.27293,1.2741,1.26808,1.2741,-1.0,4.13,stop,15,1.273,1.26808,0.0009635820472925003,0.10955478834582254,-1.1095547883458226
2023-08-16 09:15:00+00:00,2023-08-17 12:05:00+00:00,bear,1.27643,1.27667,1.26987,1.27667,-1.0,26.98,stop,322,1.2766,1.26987,0.0006341832999763702,0.46545485416170895,-1.465454854161709
2023-08-17 13:20:00+00:00,2023-08-18 11:20:00+00:00,bear,1.27822,1.27879,1.27023,1.27023,14.035,14.04,target,264,1.27832,1.27023,0.0006204477799311122,0.1403508771929378,13.894649122807062
2023-08-18 14:00:00+00:00,2023-08-18 17:00:00+00:00,bear,1.27366,1.27499,1.26889,1.27499,-1.0,3.58,stop,36,1.27419,1.26889,0.000524797243968802,0.07987959563792169,-1.0798795956379217
2023-08-21 10:10:00+00:00,2023-08-21 11:05:00+00:00,bear,1.2744,1.27457,1.271,1.27457,-1.0,19.88,stop,11,1.2745,1.271,0.0004855378094073855,0.6133934733551009,-1.6133934733551007
2023-08-23 06:00:00+00:00,2023-08-23 07:00:00+00:00,bear,1.275,1.27552,1.27327,1.27552,-1.0,3.34,stop,12,1.27505,1.27327,0.0003945889769342717,0.19178740162826735,-1.1917874016282672
2023-08-23 13:55:00+00:00,2023-08-23 14:00:00+00:00,bear,1.26777,1.26816,1.26143,1.26816,-1.0,16.26,stop,1,1.26795,1.26143,0.001031139739972033,0.33732560768881703,-1.337325607688817
2023-08-25 08:20:00+00:00,2023-08-25 09:15:00+00:00,bear,1.25907,1.25925,1.25596,1.25925,-1.0,16.83,stop,11,1.25908,1.25596,0.000519654152450633,0.5887928201249502,-1.5887928201249502
2023-08-25 09:15:00+00:00,2023-08-25 09:20:00+00:00,bear,1.25918,1.25933,1.25604,1.25933,-1.0,20.66,stop,1,1.2592,1.25604,0.0005061074272755836,0.7020358090914189,-1.702035809091419
2023-08-25 13:00:00+00:00,2023-08-25 14:00:00+00:00,bear,1.26195,1.26244,1.25815,1.26244,-1.0,7.83,stop,12,1.26233,1.25815,0.0011009465529421112,0.27560679111648495,-1.275606791116485
2023-08-28 13:00:00+00:00,2023-08-28 16:40:00+00:00,bear,1.25926,1.25978,1.25653,1.25978,-1.0,5.2,stop,44,1.25944,1.25653,0.0004285371100424882,0.19505164519644788,-1.195051645196448
2023-08-29 06:15:00+00:00,2023-08-29 06:50:00+00:00,bear,1.26289,1.26323,1.2613,1.2613,4.6532,4.65,target,7,1.26318,1.2613,0.00042054861909391597,0.23529411764705402,4.417905882352946
2023-08-29 14:10:00+00:00,2023-08-29 14:20:00+00:00,bear,1.26151,1.26318,1.25624,1.26318,-1.0,3.16,stop,2,1.26167,1.25624,0.0012047301099327385,0.0839739553872047,-1.0839739553872048
2023-08-30 06:40:00+00:00,2023-08-30 07:20:00+00:00,bear,1.26401,1.26427,1.26218,1.26218,7.0545,7.05,target,8,1.26421,1.26218,0.0005584819021099728,0.30769230769239414,6.7468076923076055
2023-08-30 13:30:00+00:00,2023-08-30 13:35:00+00:00,bear,1.27203,1.27219,1.26352,1.27219,-1.0,54.87,stop,1,1.27205,1.26352,0.0009565544253932346,0.7989232579356956,-1.7989232579356957
2023-09-01 07:30:00+00:00,2023-09-01 07:35:00+00:00,bear,1.26812,1.26848,1.26587,1.26848,-1.0,6.3,stop,1,1.26832,1.26587,0.0005747568019104514,0.3020495558207803,-1.3020495558207803
