entry_time,exit_time,sweep_dir,direction,entry_price,stop,target,exit_price,realized_r,exit_reason,hold_bars
2026-02-18 08:15:00+00:00,2026-02-18 12:55:00+00:00,bull,bear,4925.775,4942.71429,4874.95712,4942.71429,-1.0,stop,56
2026-02-19 07:55:00+00:00,2026-02-19 13:30:00+00:00,bull,bear,5010.025,5022.09752,4973.80745,4973.80745,3.0,target,67
2026-02-19 14:45:00+00:00,2026-02-20 07:45:00+00:00,bear,bull,4999.425,4961.38595,5113.54215,5013.845,0.3791,max_hold,192
2026-02-20 09:55:00+00:00,2026-02-20 13:50:00+00:00,bull,bear,5027.345,5043.04254,4980.25237,5043.04254,-1.0,stop,47
2026-02-23 08:55:00+00:00,2026-02-23 14:45:00+00:00,bear,bull,5139.975,5120.89549,5197.21352,5197.21352,3.0,target,70
2026-02-24 07:15:00+00:00,2026-02-24 12:15:00+00:00,bear,bull,5178.605,5155.30031,5248.51906,5155.30031,-1.0,stop,60
2026-02-24 14:40:00+00:00,2026-02-24 14:45:00+00:00,bear,bull,5136.865,5131.2264,5153.7808,5131.2264,-1.0,stop,1
2026-02-25 07:15:00+00:00,2026-02-25 16:45:00+00:00,bull,bear,5186.565,5211.15842,5112.78474,5211.15842,-1.0,stop,114
2026-02-26 07:05:00+00:00,2026-02-26 15:25:00+00:00,bull,bear,5184.575,5200.20078,5137.69765,5137.69765,3.0,target,100
2026-02-27 07:10:00+00:00,2026-02-27 13:05:00+00:00,bull,bear,5181.355,5200.71036,5123.28892,5200.71036,-1.0,stop,71
2026-03-02 13:00:00+00:00,2026-03-02 14:05:00+00:00,bear,bull,5401.055,5373.71593,5483.0722,5373.71593,-1.0,stop,13
2026-03-03 12:20:00+00:00,2026-03-03 14:40:00+00:00,bear,bull,5198.145,5067.91271,5588.84187,5067.91271,-1.0,stop,28
2026-03-04 07:00:00+00:00,2026-03-04 18:10:00+00:00,bear,bull,5167.025,5117.7968,5314.70961,5117.7968,-1.0,stop,134
2026-03-05 07:00:00+00:00,2026-03-05 07:15:00+00:00,bear,bull,5170.325,5160.33439,5200.29682,5160.33439,-1.0,stop,3
2026-03-06 11:20:00+00:00,2026-03-06 11:40:00+00:00,bear,bull,5095.505,5086.40615,5122.80154,5086.40615,-1.0,stop,4
2026-03-06 13:30:00+00:00,2026-03-08 23:40:00+00:00,bear,bull,5123.685,5060.51818,5313.18547,5060.51818,-1.0,stop,122
2026-03-09 06:50:00+00:00,2026-03-09 07:25:00+00:00,bull,bear,5100.085,5105.9948,5082.35561,5105.9948,-1.0,stop,7
2026-03-09 12:00:00+00:00,2026-03-09 13:40:00+00:00,bear,bull,5097.025,5078.03927,5153.98218,5078.03927,-1.0,stop,20
2026-03-10 10:00:00+00:00,2026-03-10 13:00:00+00:00,bull,bear,5177.978,5195.72142,5124.74773,5195.72142,-1.0,stop,36
2026-03-11 06:10:00+00:00,2026-03-11 07:35:00+00:00,bear,bull,5209.135,5189.56747,5267.83758,5189.56747,-1.0,stop,17
2026-03-11 09:30:00+00:00,2026-03-11 12:35:00+00:00,bear,bull,5193.765,5174.32647,5252.08059,5174.32647,-1.0,stop,37
2026-03-12 06:30:00+00:00,2026-03-12 15:00:00+00:00,bear,bull,5160.955,5136.13431,5235.41706,5136.13431,-1.0,stop,102
2026-03-13 08:55:00+00:00,2026-03-13 14:50:00+00:00,bear,bull,5087.155,5060.21008,5167.98976,5060.21008,-1.0,stop,71
2026-03-16 10:45:00+00:00,2026-03-17 03:45:00+00:00,bear,bull,4994.565,4969.11189,5070.92433,5026.395,1.2505,max_hold,192
2026-03-17 06:00:00+00:00,2026-03-17 23:00:00+00:00,bull,bear,5018.305,5045.16205,4937.73384,5000.998,0.6444,max_hold,192
2026-03-19 13:50:00+00:00,2026-03-20 06:50:00+00:00,bear,bull,4597.065,4498.13632,4893.85105,4667.905,0.7161,max_hold,192
2026-03-20 12:00:00+00:00,2026-03-20 13:50:00+00:00,bear,bull,4679.435,4635.33496,4811.73511,4635.33496,-1.0,stop,22
2026-03-23 08:05:00+00:00,2026-03-24 01:05:00+00:00,bear,bull,4233.035,4093.59076,4651.36771,4342.895,0.7878,max_hold,192
2026-03-24 08:20:00+00:00,2026-03-24 10:55:00+00:00,bull,bear,4394.295,4434.80847,4272.75459,4434.80847,-1.0,stop,31
2026-03-24 12:30:00+00:00,2026-03-24 20:20:00+00:00,bull,bear,4382.718,4444.22445,4198.19865,4444.22445,-1.0,stop,94
2026-03-25 10:50:00+00:00,2026-03-25 12:30:00+00:00,bear,bull,4561.235,4526.57364,4665.21907,4526.57364,-1.0,stop,20
2026-03-26 10:15:00+00:00,2026-03-26 16:20:00+00:00,bear,bull,4434.325,4411.02977,4504.21069,4411.02977,-1.0,stop,73
2026-03-27 11:40:00+00:00,2026-03-27 14:50:00+00:00,bear,bull,4421.685,4403.06496,4477.54513,4477.54513,3.0,target,38
2026-03-30 07:00:00+00:00,2026-03-30 11:40:00+00:00,bull,bear,4524.035,4551.71125,4441.00626,4551.71125,-1.0,stop,56
2026-03-30 13:30:00+00:00,2026-03-31 00:20:00+00:00,bull,bear,4557.655,4581.80696,4485.19913,4485.19913,3.0,target,118
2026-03-31 07:55:00+00:00,2026-03-31 10:35:00+00:00,bear,bull,4564.205,4542.03125,4630.72624,4542.03125,-1.0,stop,32
2026-04-01 06:20:00+00:00,2026-04-01 23:20:00+00:00,bear,bull,4708.915,4665.54534,4839.02397,4792.545,1.9283,max_hold,192
2026-04-02 13:45:00+00:00,2026-04-06 06:45:00+00:00,bear,bull,4634.095,4578.44903,4801.03291,4656.338,0.3997,max_hold,192
2026-04-06 09:50:00+00:00,2026-04-06 15:35:00+00:00,bull,bear,4693.515,4707.12382,4652.68854,4652.68854,3.0,target,69
2026-04-07 09:35:00+00:00,2026-04-07 14:05:00+00:00,bull,bear,4676.375,4695.16759,4619.99723,4619.99723,3.0,target,54
2026-04-08 10:40:00+00:00,2026-04-08 12:20:00+00:00,bear,bull,4791.315,4769.74874,4856.01377,4769.74874,-1.0,stop,20
2026-04-09 07:05:00+00:00,2026-04-09 15:35:00+00:00,bear,bull,4724.885,4702.12574,4793.16278,4793.16278,3.0,target,102
2026-04-10 09:15:00+00:00,2026-04-12 22:00:00+00:00,bear,bull,4759.165,4739.89741,4816.96777,4739.89741,-1.0,stop,141
2026-04-13 08:40:00+00:00,2026-04-13 13:50:00+00:00,bull,bear,4721.215,4740.61016,4663.02952,4740.61016,-1.0,stop,62
2026-04-15 08:50:00+00:00,2026-04-15 09:10:00+00:00,bear,bull,4814.345,4802.95628,4848.51115,4802.95628,-1.0,stop,4
2026-04-15 11:20:00+00:00,2026-04-16 04:20:00+00:00,bear,bull,4806.245,4785.1066,4869.6602,4826.405,0.9537,max_hold,192
2026-04-16 06:20:00+00:00,2026-04-16 23:20:00+00:00,bull,bear,4819.775,4838.96113,4762.21662,4796.375,1.2196,max_hold,192
2026-04-17 06:00:00+00:00,2026-04-17 11:45:00+00:00,bull,bear,4793.365,4801.87459,4767.83624,4801.87459,-1.0,stop,69
2026-04-20 07:50:00+00:00,2026-04-20 11:50:00+00:00,bull,bear,4788.055,4806.43396,4732.91811,4806.43396,-1.0,stop,48
2026-04-21 07:45:00+00:00,2026-04-21 12:30:00+00:00,bear,bull,4790.255,4771.66368,4846.02896,4771.66368,-1.0,stop,57
2026-04-21 13:35:00+00:00,2026-04-21 14:40:00+00:00,bear,bull,4783.995,4758.46947,4860.5716,4758.46947,-1.0,stop,13
2026-04-22 07:45:00+00:00,2026-04-22 15:50:00+00:00,bull,bear,4760.985,4772.69394,4725.85819,4725.85819,3.0,target,97
2026-04-23 08:35:00+00:00,2026-04-23 12:00:00+00:00,bull,bear,4707.595,4725.522,4653.81399,4725.522,-1.0,stop,41
2026-04-23 13:10:00+00:00,2026-04-23 17:45:00+00:00,bull,bear,4725.425,4744.00963,4669.67111,4669.67111,3.0,target,55
2026-04-24 09:25:00+00:00,2026-04-24 11:05:00+00:00,bull,bear,4683.095,4697.99232,4638.40304,4697.99232,-1.0,stop,20
2026-04-24 12:40:00+00:00,2026-04-24 14:05:00+00:00,bull,bear,4698.605,4718.11355,4640.07934,4718.11355,-1.0,stop,17
2026-04-27 10:30:00+00:00,2026-04-27 12:40:00+00:00,bear,bull,4707.245,4698.64244,4733.05269,4698.64244,-1.0,stop,26
2026-04-28 12:45:00+00:00,2026-04-29 05:45:00+00:00,bear,bull,4598.885,4553.25881,4735.76356,4599.135,0.0055,max_hold,192
2026-04-29 08:50:00+00:00,2026-04-29 09:50:00+00:00,bear,bull,4574.745,4556.28665,4630.12005,4556.28665,-1.0,stop,12
2026-04-30 11:30:00+00:00,2026-05-01 04:30:00+00:00,bull,bear,4629.775,4647.70185,4575.99444,4613.905,0.8853,max_hold,192
2026-05-04 09:10:00+00:00,2026-05-04 09:55:00+00:00,bear,bull,4583.865,4572.79689,4617.06932,4572.79689,-1.0,stop,9
2026-05-04 12:15:00+00:00,2026-05-04 15:20:00+00:00,bear,bull,4573.185,4524.90282,4718.03155,4524.90282,-1.0,stop,37
2026-05-05 06:20:00+00:00,2026-05-05 07:00:00+00:00,bull,bear,4534.905,4552.48916,4482.15251,4552.48916,-1.0,stop,8
2026-05-05 07:45:00+00:00,2026-05-05 08:55:00+00:00,bull,bear,4545.468,4558.74347,4505.64159,4558.74347,-1.0,stop,14
2026-05-05 10:25:00+00:00,2026-05-05 11:40:00+00:00,bull,bear,4547.675,4560.93837,4507.88489,4560.93837,-1.0,stop,15
2026-05-07 08:15:00+00:00,2026-05-07 13:30:00+00:00,bull,bear,4736.415,4754.22739,4682.97784,4754.22739,-1.0,stop,63
2026-05-11 06:35:00+00:00,2026-05-11 07:45:00+00:00,bear,bull,4672.615,4667.30978,4688.53065,4667.30978,-1.0,stop,14
