trigger_time,session,direction,entry_time,entry_type,entry_price,stop,target,htf_mid,r_distance,exit_time,exit_reason,n_partials,realized_r,pnl_usd,lot_size,balance_after,month
2022-05-13 07:00:00+00:00,london_kz,bear,2022-05-13 08:00:00+00:00,OB,1825.688,1828.8195771216529,1821.208,1824.385,3.1315771216527537,2022-05-13 08:30:00+00:00,all_targets,3,1.135,1135.0,3.1933,101135.0,2022-05
2022-05-15 23:00:00+00:00,off_hours,bull,2022-05-16 00:00:00+00:00,OB,1811.738,1809.5180300998136,1814.768,1812.208,2.21996990018647,2022-05-16 00:50:00+00:00,all_targets,3,1.07,1082.14,4.5557,102217.14,2022-05
2022-05-19 15:00:00+00:00,london_close,bear,2022-05-19 17:20:00+00:00,OB,1843.163,1849.2909029798745,1839.29,1843.0839999999998,6.127902979874534,2022-05-20 01:10:00+00:00,all_targets,3,0.591,604.1,1.6681,102821.24,2022-05
2022-05-20 10:00:00+00:00,london,bear,2022-05-20 11:05:00+00:00,OB,1846.273,1847.8243935877506,1843.638,1845.3755,1.551393587750681,2022-05-20 11:25:00+00:00,all_targets,3,1.188,1221.52,6.6277,104042.76,2022-05
2022-05-25 11:00:00+00:00,ny_am_kz,bull,2022-05-25 12:10:00+00:00,OB,1853.798,1850.995719773936,1856.883,1854.103,2.802280226064113,2022-05-25 12:30:00+00:00,all_targets,3,0.961,999.85,3.7128,105042.61,2022-05
2022-05-26 11:00:00+00:00,ny_am_kz,bull,2022-05-26 12:20:00+00:00,OB,1844.598,1840.6705640998603,1847.753,1845.3635,3.927435900139699,2022-05-26 13:35:00+00:00,all_targets,3,0.74,777.32,2.6746,105819.93,2022-05
2022-05-27 04:00:00+00:00,asian,bear,2022-05-27 05:00:00+00:00,OB,1853.863,1854.7478464656097,1851.918,1853.286,0.8848464656095985,2022-05-27 05:20:00+00:00,all_targets,3,1.257,1330.16,11.9591,107150.09,2022-05
2022-05-27 03:00:00+00:00,asian,bull,2022-05-27 05:20:00+00:00,OB,1852.108,1851.8071112315033,1855.913,1854.1705000000002,0.30088876849663393,2022-05-27 07:10:00+00:00,all_targets,3,2.798,2998.06,35.6112,110148.15,2022-05
2022-06-07 03:00:00+00:00,asian,bear,2022-06-07 04:05:00+00:00,OB,1841.233,1842.465955904334,1839.318,1840.6005,1.2329559043339486,2022-06-07 04:15:00+00:00,stop,0,-1.203,-1325.08,8.9337,108823.07,2022-06
2022-06-10 05:00:00+00:00,asian,bull,2022-06-10 06:20:00+00:00,OB,1843.858,1842.993085505393,1845.918,1844.533,0.8649144946068645,2022-06-10 07:00:00+00:00,all_targets,3,1.287,1400.55,12.5819,110223.62,2022-06
2022-06-13 22:00:00+00:00,off_hours,bull,2022-06-13 23:40:00+00:00,OB,1819.498,1808.9166648449454,1823.578,1820.7379999999998,10.581335155054603,2022-06-14 00:45:00+00:00,all_targets,3,0.362,399.01,1.0417,110622.63,2022-06
2022-06-14 03:00:00+00:00,asian,bear,2022-06-14 04:00:00+00:00,OB,1826.613,1828.0194921866062,1823.568,1825.3780000000002,1.4064921866061013,2022-06-14 05:45:00+00:00,stop,1,0.322,356.2,7.8651,110978.83,2022-06
2022-06-15 15:00:00+00:00,london_close,bear,2022-06-15 16:00:00+00:00,OB,1822.724,1824.971825176287,1818.513,1821.6305,2.2478251762870514,2022-06-15 17:10:00+00:00,all_targets,3,1.325,1470.47,4.9372,112449.3,2022-06
2022-06-16 05:00:00+00:00,asian,bear,2022-06-16 06:00:00+00:00,OB,1832.193,1833.5050321862275,1829.708,1831.283,1.3120321862274977,2022-06-16 06:25:00+00:00,stop,1,0.309,347.47,8.5706,112796.77,2022-06
