trigger_time,session,direction,entry_time,entry_type,entry_price,stop,target,htf_mid,r_distance,exit_time,exit_reason,n_partials,realized_r,pnl_usd,lot_size,balance_after,month
2022-05-13 10:00:00+00:00,london,bull,2022-05-13 11:15:00+00:00,OB,31948.599,31905.30241848346,32012.079,31960.189,43.29658151653712,2022-05-13 11:55:00+00:00,all_targets,3,1.198,1198.0,23.0965,101198.0,2022-05
2022-05-23 12:00:00+00:00,ny_am_kz,bear,2022-05-23 13:10:00+00:00,OB,31588.059,31614.571101914098,31502.519,31556.048000000003,26.512101914097002,2022-05-23 13:30:00+00:00,stop,2,1.243,1257.89,38.1705,102455.89,2022-05
2022-05-25 12:00:00+00:00,ny_am_kz,bull,2022-05-25 13:25:00+00:00,OB,31782.527,31723.603938395023,31875.087,31811.042999999998,58.92306160497537,2022-05-25 13:30:00+00:00,all_targets,3,1.26,1290.94,17.3881,103746.83,2022-05
2022-05-26 12:00:00+00:00,ny_am_kz,bull,2022-05-26 13:15:00+00:00,OB,32269.559,32208.81193563924,32366.577,32298.553,60.747064360759396,2022-05-26 13:30:00+00:00,all_targets,3,1.274,1321.73,17.0785,105068.56,2022-05
2022-05-31 11:00:00+00:00,ny_am_kz,bear,2022-05-31 13:10:00+00:00,OB,33021.577,33116.45136918008,32937.499,33016.398,94.87436918008461,2022-05-31 13:30:00+00:00,all_targets,3,0.87,914.1,11.0745,105982.66,2022-05
2022-06-03 17:00:00+00:00,ny_pm,bear,2022-06-03 18:15:00+00:00,OB,32979.999,33117.67561995653,32844.709,32943.254,137.67661995652452,2022-06-03 19:45:00+00:00,all_targets,3,0.972,1030.15,7.6979,107012.81,2022-06
2022-06-08 09:00:00+00:00,london,bull,2022-06-08 10:30:00+00:00,OB,32996.059,32991.32342077687,33065.599,33032.079,4.735579223131936,2022-06-08 11:10:00+00:00,all_targets,3,3.72,3980.88,225.9762,110993.69,2022-06
2022-06-09 06:00:00+00:00,london_kz,bull,2022-06-09 07:00:00+00:00,OB,32878.099,32820.365975245244,32920.499,32878.85400000001,57.733024754757935,2022-06-09 07:05:00+00:00,all_targets,3,0.708,785.84,19.2253,111779.53,2022-06
2022-06-14 17:00:00+00:00,ny_pm,bear,2022-06-14 18:05:00+00:00,OB,30363.699,30556.175397819,30257.697,30339.237999999998,192.47639781899852,2022-06-14 18:50:00+00:00,all_targets,3,0.543,606.96,5.8074,112386.49,2022-06
2022-06-16 10:00:00+00:00,london,bear,2022-06-16 11:05:00+00:00,OB,30143.067,30195.563140670194,30037.549,30091.674,52.49614067019502,2022-06-16 11:25:00+00:00,stop,1,0.471,529.34,21.4085,112915.83,2022-06
2022-06-17 09:00:00+00:00,london,bull,2022-06-17 10:45:00+00:00,OB,30115.999,30061.608325293753,30218.589,30155.049,54.3906747062465,2022-06-17 11:45:00+00:00,stop,1,0.472,532.96,20.7601,113448.79,2022-06
2022-06-17 11:00:00+00:00,ny_am_kz,bear,2022-06-17 12:10:00+00:00,OB,30170.299,30200.31641270092,30091.029,30132.163999999997,30.01741270091952,2022-06-17 12:40:00+00:00,all_targets,3,1.578,1790.22,37.7943,115239.01,2022-06
2022-06-22 16:00:00+00:00,ny_pm,bull,2022-06-22 17:00:00+00:00,OB,30534.789,30440.82893240266,30681.729,30582.734,93.96006759734155,2022-06-22 17:25:00+00:00,all_targets,3,1.266,1458.93,12.2647,116697.94,2022-06
2022-06-24 11:00:00+00:00,ny_am_kz,bear,2022-06-24 12:05:00+00:00,OB,30910.019,30944.284326228426,30875.029,30907.544,34.26532622842569,2022-06-24 12:55:00+00:00,all_targets,3,0.967,1128.47,34.0572,117826.41,2022-06
2022-06-28 09:00:00+00:00,london,bear,2022-06-28 10:55:00+00:00,OB,31638.029,31662.47344379663,31550.519,31592.408,24.444443796630367,2022-06-28 11:25:00+00:00,stop,1,0.439,517.26,48.2017,118343.67,2022-06
2022-06-29 07:00:00+00:00,london_kz,bear,2022-06-29 08:00:00+00:00,OB,30951.099,31000.043702419873,30876.699,30937.244,48.944702419874375,2022-06-29 08:10:00+00:00,stop,0,-1.031,-1220.12,24.1791,117123.55,2022-06
2022-06-30 12:00:00+00:00,ny_am_kz,bear,2022-06-30 13:15:00+00:00,OB,30705.029,30739.29537952761,30593.799,30638.699,34.266379527613026,2022-06-30 13:30:00+00:00,stop,1,0.456,534.08,34.1803,117657.63,2022-06
2022-07-08 01:00:00+00:00,asian_kz,bear,2022-07-08 02:00:00+00:00,OB,31359.699,31406.14997327387,31319.739,31355.258,46.45097327386975,2022-07-08 02:45:00+00:00,all_targets,3,0.828,974.21,25.3294,118631.84,2022-07
2022-07-12 11:00:00+00:00,ny_am_kz,bull,2022-07-12 12:15:00+00:00,OB,30921.559,30879.66300251558,30998.097,30943.553,41.89599748442197,2022-07-12 12:40:00+00:00,all_targets,3,1.378,1634.75,28.3158,120266.59,2022-07
2022-07-15 07:00:00+00:00,london_kz,bull,2022-07-15 08:00:00+00:00,OB,30610.519,30517.383144542433,30682.787,30631.498,93.13585545756723,2022-07-15 08:40:00+00:00,all_targets,3,0.76,914.03,12.913,121180.62,2022-07
2022-07-29 15:00:00+00:00,london_close,bull,2022-07-29 16:05:00+00:00,OB,32611.769,32554.789161044984,32713.279,32642.788999999997,56.97983895501602,2022-07-29 16:45:00+00:00,all_targets,3,1.364,1652.9,21.2673,122833.52,2022-07
2022-08-05 09:00:00+00:00,london,bull,2022-08-05 10:00:00+00:00,OB,32761.039,32733.306928050617,32793.559,32764.529000000002,27.73207194938368,2022-08-05 11:05:00+00:00,stop,0,-1.054,-1294.67,44.2929,121538.85,2022-08
2022-08-11 08:00:00+00:00,london_kz,bull,2022-08-11 09:05:00+00:00,OB,33377.529,33335.862193353816,33420.049,33383.534,41.66680664618616,2022-08-11 09:35:00+00:00,all_targets,3,0.974,1183.79,29.1692,122722.64,2022-08
2022-08-15 06:00:00+00:00,london_kz,bear,2022-08-15 07:00:00+00:00,OB,33677.069,33692.771976746626,33658.779,33675.279,15.70297674662288,2022-08-15 07:05:00+00:00,all_targets,3,0.987,1211.27,78.1525,123933.91,2022-08
2022-08-15 18:00:00+00:00,ny_pm,bull,2022-08-15 19:00:00+00:00,OB,33913.799,33881.55063128511,33956.269,33920.239,32.24836871489242,2022-08-15 19:55:00+00:00,stop,1,0.453,561.42,38.4311,124495.33,2022-08
2022-08-17 14:00:00+00:00,london_close,bear,2022-08-17 15:20:00+00:00,OB,33956.289,34019.60969890691,33893.259,33949.009,63.32069890691491,2022-08-17 15:40:00+00:00,all_targets,3,0.972,1210.09,19.6611,125705.42,2022-08
2022-08-22 09:00:00+00:00,london,bull,2022-08-22 10:00:00+00:00,OB,33394.049,33351.8113990889,33431.087,33397.838,42.2376009110958,2022-08-22 10:50:00+00:00,all_targets,3,0.841,1057.18,29.7615,126762.6,2022-08
2022-08-23 16:00:00+00:00,ny_pm,bull,2022-08-23 17:10:00+00:00,OB,32915.297,32848.25599939182,32983.497,32929.878,67.04100060818018,2022-08-23 17:30:00+00:00,all_targets,3,0.986,1249.88,18.9082,128012.48,2022-08
