side,entry_time,entry_price,stop,target,exit_time,exit_price,exit_reason,realized_r,atr_at_exit,level_price,level_time,h4_signal,cost_r,net_r
short,2024-03-20 22:15:00+00:00,2207.898,2224.7805524088767,2157.2503427733704,2024-03-21 14:15:00+00:00,2181.45,timeout,1.5665877622920574,4.679041534223943,2222.875,1710968400000000000,-1,0.014808187408235392,1.5517795748838221
short,2024-03-21 18:45:00+00:00,2182.795,2184.9684748960185,2176.274575311945,2024-03-22 00:30:00+00:00,2184.9684748960185,stop,-1.0,1.8162757450748581,2183.875,1711040400000000000,-1,0.15680594603511466,-1.1568059460351146
short,2024-04-05 13:15:00+00:00,2295.385,2300.521000130448,2279.9769996086566,2024-04-05 13:45:00+00:00,2300.521000130448,stop,-1.0,5.147250374926261,2295.985,1712307600000000000,-1,0.09878553463005242,-1.0987855346300524
long,2024-04-12 15:30:00+00:00,2394.895,2379.3385987824936,2441.564203652519,2024-04-12 16:15:00+00:00,2379.3385987824936,stop,-1.0,9.184649021940904,2390.315,1712912400000000000,1,0.04559103620308473,-1.0455910362030847
long,2024-04-15 09:30:00+00:00,2348.005,2344.813205235102,2357.5803842946943,2024-04-15 11:00:00+00:00,2357.5803842946943,target,3.0,4.190812659665893,2346.185,1713171600000000000,1,0.07832583809879869,2.921674161901201
long,2024-04-15 15:00:00+00:00,2345.655,2340.229924930351,2361.930225208948,2024-04-15 17:15:00+00:00,2361.930225208948,target,3.0,7.026569610828045,2344.615,1713157200000000000,1,0.04608231163447572,2.9539176883655243
long,2024-05-23 01:30:00+00:00,2371.934,2365.581287234786,2390.9921382956427,2024-05-23 05:30:00+00:00,2365.581287234786,stop,-1.0,3.0980169444539083,2366.628,1716426000000000000,1,0.06373668418314601,-1.063736684183146
short,2024-06-03 17:00:00+00:00,2350.485,2355.8243123738275,2334.467062878518,2024-06-04 08:30:00+00:00,2334.467062878518,target,3.0,2.5925798621172755,2354.565,1717434000000000000,-1,0.046822508685850056,2.95317749131415
short,2024-06-04 09:15:00+00:00,2329.125,2332.940527473441,2317.6784175796774,2024-06-04 10:15:00+00:00,2332.940527473441,stop,-1.0,2.9278026316241608,2331.005,1717376400000000000,-1,0.10388868494340639,-1.1038886849434064
short,2024-06-04 17:30:00+00:00,2328.925,2331.4667883180105,2321.2996350459694,2024-06-05 02:00:00+00:00,2331.4667883180105,stop,-1.0,1.8466729648119296,2330.198,1717520400000000000,-1,0.13468220221760122,-1.1346822022176013
long,2024-06-13 13:15:00+00:00,2318.875,2313.601441068676,2334.6956767939714,2024-06-13 13:45:00+00:00,2313.601441068676,stop,-1.0,5.359837744791514,2317.494,1718226000000000000,1,0.09822434791859731,-1.0982243479185974
long,2024-06-13 15:15:00+00:00,2308.625,2302.134705948171,2328.0958821554873,2024-06-13 15:45:00+00:00,2302.134705948171,stop,-1.0,5.824574740800124,2303.845,1718269200000000000,1,0.08339048011044692,-1.083390480110447
long,2024-06-13 23:45:00+00:00,2302.208,2300.8918465178317,2306.156460446505,2024-06-14 01:00:00+00:00,2306.156460446505,target,3.0,1.8117712607021152,2301.415,1718312400000000000,1,0.18994745171218388,2.8100525482878163
